,Station_ID,Station_name,Lat,Lng,Summer_Pop_Start,Summer_Pop_End,Winter_Pop_Start,Winter_Pop_End
93,446,W 24 St & 7 Ave,40.74487634,-73.99529885,6743,4751,3117,3127
94,3158,W 63 St & Broadway,40.77163851,-73.98261428,0,1429,2183,1777
95,3394,Columbia St & W 9 St,40.6769993,-74.00647134,0,21,47,47
96,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,6041,4475,1957,1982
97,3389,Carroll St & Columbia St,40.6830456,-74.00348559,0,374,368,414
98,350,Clinton St & Grand St,40.71559509,-73.9870295,3284,2488,1322,1325
99,473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,3216,2335,929,901
100,485,W 37 St & 5 Ave,40.75038009,-73.98338988,1242,672,1669,1658
101,3643,E 41 St & 5 Ave,40.75272201,-73.98123622,0,0,1190,1133
102,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,5170,4026,2325,2419
103,3139,E 72 St & Park Ave,40.77118288,-73.96409422,0,615,550,540
104,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,700,210,237,108
105,407,Henry St & Poplar St,40.700469,-73.991454,1432,872,424,287
106,509,9 Ave & W 22 St,40.7454973,-74.00197139,7229,5254,2897,2930
107,303,Mercer St & Spring St,40.72362738,-73.99949601,4085,3189,1356,1388
108,3518,Lenox Ave & W 126 St,40.808442,-73.94520870000001,0,100,414,424
109,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,5701,4531,2165,2234
110,3304,6 Ave & 9 St,40.668127,-73.98377641,0,168,559,526
